1 2022/08/09 16:16:28,545 4104 [DEBUG ] [TestNG-test=EdgefoxTest-5] internal.logging.InternalLoggerFactory internal.logging.InternalLoggerFactory.useLog4J2LoggerFactory(InternalLoggerFactory.java:76) - Using Log4J2 as the default logging framework
33 2022/08/09 16:16:29,162 4721 [DEBUG ] [TestNG-test=EdgefoxTest-5] netty.buffer.PooledByteBufAllocator netty.buffer.PooledByteBufAllocator.<clinit>(PooledByteBufAllocator.java:158) - -Dio.netty.allocator.pageSize: 8192
34 2022/08/09 16:16:29,162 4721 [DEBUG ] [TestNG-test=EdgefoxTest-5] netty.buffer.PooledByteBufAllocator netty.buffer.PooledByteBufAllocator.<clinit>(PooledByteBufAllocator.java:163) - -Dio.netty.allocator.maxOrder: 9
35 2022/08/09 16:16:29,162 4721 [DEBUG ] [TestNG-test=EdgefoxTest-5] netty.buffer.PooledByteBufAllocator netty.buffer.PooledByteBufAllocator.<clinit>(PooledByteBufAllocator.java:167) - -Dio.netty.allocator.chunkSize: 4194304
36 2022/08/09 16:16:29,163 4722 [DEBUG ] [TestNG-test=EdgefoxTest-5] netty.buffer.PooledByteBufAllocator netty.buffer.PooledByteBufAllocator.<clinit>(PooledByteBufAllocator.java:168) - -Dio.netty.allocator.smallCacheSize: 256
37 2022/08/09 16:16:29,163 4722 [DEBUG ] [TestNG-test=EdgefoxTest-5] netty.buffer.PooledByteBufAllocator netty.buffer.PooledByteBufAllocator.<clinit>(PooledByteBufAllocator.java:169) - -Dio.netty.allocator.normalCacheSize: 64
38 2022/08/09 16:16:29,163 4722 [DEBUG ] [TestNG-test=EdgefoxTest-5] netty.buffer.PooledByteBufAllocator netty.buffer.PooledByteBufAllocator.<clinit>(PooledByteBufAllocator.java:170) - -Dio.netty.allocator.maxCachedBufferCapacity: 32768
39 2022/08/09 16:16:29,163 4722 [DEBUG ] [TestNG-test=EdgefoxTest-5] netty.buffer.PooledByteBufAllocator netty.buffer.PooledByteBufAllocator.<clinit>(PooledByteBufAllocator.java:171) - -Dio.netty.allocator.cacheTrimInterval: 8192
40 2022/08/09 16:16:29,164 4723 [DEBUG ] [TestNG-test=EdgefoxTest-5] netty.buffer.PooledByteBufAllocator netty.buffer.PooledByteBufAllocator.<clinit>(PooledByteBufAllocator.java:172) - -Dio.netty.allocator.cacheTrimIntervalMillis: 0
41 2022/08/09 16:16:29,164 4723 [DEBUG ] [TestNG-test=EdgefoxTest-5] netty.buffer.PooledByteBufAllocator netty.buffer.PooledByteBufAllocator.<clinit>(PooledByteBufAllocator.java:173) - -Dio.netty.allocator.useCacheForAllThreads: false
42 2022/08/09 16:16:29,164 4723 [DEBUG ] [TestNG-test=EdgefoxTest-5] netty.buffer.PooledByteBufAllocator netty.buffer.PooledByteBufAllocator.<clinit>(PooledByteBufAllocator.java:174) - -Dio.netty.allocator.maxCachedByteBuffersPerChunk: 1023
43 2022/08/09 16:16:29,182 4741 [DEBUG ] [TestNG-test=EdgefoxTest-5] netty.buffer.ByteBufUtil netty.buffer.ByteBufUtil.<clinit>(ByteBufUtil.java:87) - -Dio.netty.allocator.type: pooled
44 2022/08/09 16:16:29,182 4741 [DEBUG ] [TestNG-test=EdgefoxTest-5] netty.buffer.ByteBufUtil netty.buffer.ByteBufUtil.<clinit>(ByteBufUtil.java:96) - -Dio.netty.threadLocalDirectBufferSize: 0
45 2022/08/09 16:16:29,183 4742 [DEBUG ] [TestNG-test=EdgefoxTest-5] netty.buffer.ByteBufUtil netty.buffer.ByteBufUtil.<clinit>(ByteBufUtil.java:99) - -Dio.netty.maxThreadLocalCharBufferSize: 16384
46 2022/08/09 16:16:29,698 5257 [DEBUG ] [Forwarding newSession on session null to remote] netty.channel.DefaultChannelId netty.channel.DefaultChannelId.<clinit>(DefaultChannelId.java:79) - -Dio.netty.processId: 14080 (auto-detected)
47 2022/08/09 16:16:29,706 5265 [DEBUG ] [Forwarding newSession on session null to remote] netty.util.NetUtil netty.util.NetUtil.<clinit>(NetUtil.java:136) - -Djava.net.preferIPv4Stack: true
48 2022/08/09 16:16:29,707 5266 [DEBUG ] [Forwarding newSession on session null to remote] netty.util.NetUtil netty.util.NetUtil.<clinit>(NetUtil.java:137) - -Djava.net.preferIPv6Addresses: false
49 2022/08/09 16:16:29,774 5333 [DEBUG ] [Forwarding newSession on session null to remote] netty.util.NetUtilInitializations netty.util.NetUtilInitializations.determineLoopback(NetUtilInitializations.java:129) - Loopback interface: lo (Software Loopback Interface 1, 127.0.0.1)
50 2022/08/09 16:16:29,777 5336 [DEBUG ] [Forwarding newSession on session null to remote] netty.util.NetUtil netty.util.NetUtil$SoMaxConnAction.run(NetUtil.java:191) - Failed to get SOMAXCONN from sysctl and file \proc\sys\net\core\somaxconn. Default: 200
51 2022/08/09 16:16:30,075 5634 [DEBUG ] [Forwarding newSession on session null to remote] netty.channel.DefaultChannelId netty.channel.DefaultChannelId.<clinit>(DefaultChannelId.java:101) - -Dio.netty.machineId: d4:1b:81:ff:fe:59:ab:63 (auto-detected)
52 2022/08/09 16:16:30,175 5734 [DEBUG ] [AsyncHttpClient-1-3] netty.buffer.AbstractByteBuf netty.buffer.AbstractByteBuf.<clinit>(AbstractByteBuf.java:63) - -Dio.netty.buffer.checkAccessible: true
53 2022/08/09 16:16:30,175 5734 [DEBUG ] [AsyncHttpClient-1-3] netty.buffer.AbstractByteBuf netty.buffer.AbstractByteBuf.<clinit>(AbstractByteBuf.java:64) - -Dio.netty.buffer.checkBounds: true
54 2022/08/09 16:16:30,176 5735 [DEBUG ] [AsyncHttpClient-1-3] netty.util.ResourceLeakDetectorFactory netty.util.ResourceLeakDetectorFactory$DefaultResourceLeakDetectorFactory.newResourceLeakDetector(ResourceLeakDetectorFactory.java:196) - Loaded default ResourceLeakDetector: io.netty.util.ResourceLeakDetector@4cd780ed
55 2022/08/09 16:16:30,215 5774 [DEBUG ] [AsyncHttpClient-1-3] netty.util.Recycler netty.util.Recycler.<clinit>(Recycler.java:85) - -Dio.netty.recycler.maxCapacityPerThread: 4096
56 2022/08/09 16:16:30,215 5774 [DEBUG ] [AsyncHttpClient-1-3] netty.util.Recycler netty.util.Recycler.<clinit>(Recycler.java:86) - -Dio.netty.recycler.ratio: 8
57 2022/08/09 16:16:30,216 5775 [DEBUG ] [AsyncHttpClient-1-3] netty.util.Recycler netty.util.Recycler.<clinit>(Recycler.java:87) - -Dio.netty.recycler.chunkSize: 32
58 2022/08/09 16:16:30,216 5775 [DEBUG ] [AsyncHttpClient-1-3] netty.util.Recycler netty.util.Recycler.<clinit>(Recycler.java:88) - -Dio.netty.recycler.blocking: false
59 2022/08/09 16:16:56,099 31658 [DEBUG ] [AsyncHttpClient-1-2] codec.compression.Brotli codec.compression.Brotli.<clinit>(Brotli.java:38) - brotli4j not in the classpath; Brotli support will be unavailable.
60 2022/08/09 16:20:19,592 235151 [INFO  ] [TestNG-test=FirefoxTest-5] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.mouseHover(BaseMethod.java:627) - Trying to mouse hover on element [[RemoteWebDriver: chrome on LINUX (169df11fe703cbb1c15ca5f179851f95)] -> xpath: //a[text()='Home & Decor']] using Actions class
61 2022/08/09 16:20:33,106 248665 [ERROR ] [TestNG-test=FirefoxTest-5] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.mouseHover(BaseMethod.java:636) - [[RemoteWebDriver: chrome on LINUX (169df11fe703cbb1c15ca5f179851f95)] -> xpath: //a[text()='Home & Decor']] NoSuchElementException 
62 2022/08/09 16:20:33,107 248666 [INFO  ] [TestNG-test=FirefoxTest-5] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.mouseHover(BaseMethod.java:644) - Mouse hovered and clicked on element
63 2022/08/09 16:20:33,116 248675 [INFO  ] [TestNG-test=FirefoxTest-5] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.getAttribute(BaseMethod.java:442) - Trying to title attribute value from DOM
64 2022/08/09 16:20:34,495 250054 [INFO  ] [TestNG-test=FirefoxTest-5] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:318) - Trying to click on element: [[RemoteWebDriver: chrome on LINUX (169df11fe703cbb1c15ca5f179851f95)] -> xpath: //li[@class='item last']//a]
65 2022/08/09 16:20:52,007 267566 [INFO  ] [TestNG-test=FirefoxTest-5] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:321) - element clicked : Proxy element for: DefaultElementLocator 'By.xpath: //li[@class='item last']//a'
66 2022/08/09 16:21:03,995 279554 [INFO  ] [TestNG-test=FirefoxTest-5] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:318) - Trying to click on element: Proxy element for: DefaultElementLocator 'By.xpath: //ul[@id='downloadable-links-list']//li//input'
67 2022/08/09 16:21:25,889 301448 [INFO  ] [TestNG-test=FirefoxTest-2] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:318) - Trying to click on element: [[RemoteWebDriver: chrome on LINUX (169df11fe703cbb1c15ca5f179851f95)] -> xpath: //button[@title='Search']]
68 2022/08/09 16:21:33,602 309161 [INFO  ] [TestNG-test=FirefoxTest-2] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:321) - element clicked : [[RemoteWebDriver: chrome on LINUX (169df11fe703cbb1c15ca5f179851f95)] -> xpath: //button[@title='Search']]
69 2022/08/09 16:21:38,113 313672 [INFO  ] [TestNG-test=FirefoxTest-3] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.selectByVisibleText(BaseMethod.java:296) - Trying to select element Value from Dropdown
70 2022/08/09 16:21:40,893 316452 [INFO  ] [TestNG-test=FirefoxTest-3] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.selectByVisibleText(BaseMethod.java:300) - German Value selected from Dropdown: 
71 2022/08/09 16:21:44,301 319860 [INFO  ] [TestNG-test=FirefoxTest-1] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:318) - Trying to click on element: [[RemoteWebDriver: firefox on LINUX (7327b6ec-128e-431b-a9c1-03aee3b4fea4)] -> xpath: //a[text()='Women']]
72 2022/08/09 16:21:54,591 330150 [INFO  ] [TestNG-test=FirefoxTest-1] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:321) - element clicked : [[RemoteWebDriver: firefox on LINUX (7327b6ec-128e-431b-a9c1-03aee3b4fea4)] -> xpath: //a[text()='Women']]
73 2022/08/09 16:21:56,491 332050 [INFO  ] [TestNG-test=FirefoxTest-4] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.getAttribute(BaseMethod.java:442) - Trying to href attribute value from DOM
74 2022/08/09 16:21:57,099 332658 [INFO  ] [TestNG-test=FirefoxTest-4] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.newTab(BaseMethod.java:129) - New tab opened 
75 2022/08/09 16:24:56,595 512154 [INFO  ] [TestNG-test=EdgefoxTest-1] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:318) - Trying to click on element: [[RemoteWebDriver: firefox on LINUX (a0d24a2c-eaa6-46f1-a417-049ea49f3c65)] -> xpath: //a[text()='Women']]
76 2022/08/09 16:25:07,793 523352 [INFO  ] [TestNG-test=EdgefoxTest-1] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:321) - element clicked : [[RemoteWebDriver: firefox on LINUX (a0d24a2c-eaa6-46f1-a417-049ea49f3c65)] -> xpath: //a[text()='Women']]
77 2022/08/09 16:25:09,894 525453 [INFO  ] [TestNG-test=EdgefoxTest-4] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.getAttribute(BaseMethod.java:442) - Trying to href attribute value from DOM
78 2022/08/09 16:25:10,691 526250 [INFO  ] [TestNG-test=EdgefoxTest-4] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.newTab(BaseMethod.java:129) - New tab opened 
79 2022/08/09 16:25:20,993 536552 [INFO  ] [TestNG-test=EdgefoxTest-2] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:318) - Trying to click on element: [[RemoteWebDriver: chrome on LINUX (ab22b10b90172312a1a244dfdd580364)] -> xpath: //button[@title='Search']]
80 2022/08/09 16:25:28,991 544550 [INFO  ] [TestNG-test=EdgefoxTest-2] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:321) - element clicked : [[RemoteWebDriver: chrome on LINUX (ab22b10b90172312a1a244dfdd580364)] -> xpath: //button[@title='Search']]
81 2022/08/09 16:25:30,895 546454 [INFO  ] [TestNG-test=EdgefoxTest-5] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.mouseHover(BaseMethod.java:627) - Trying to mouse hover on element [[RemoteWebDriver: chrome on LINUX (ab22b10b90172312a1a244dfdd580364)] -> xpath: //a[text()='Home & Decor']] using Actions class
82 2022/08/09 16:25:33,709 549268 [INFO  ] [TestNG-test=EdgefoxTest-5] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.mouseHover(BaseMethod.java:644) - Mouse hovered and clicked on element
83 2022/08/09 16:25:33,719 549278 [INFO  ] [TestNG-test=EdgefoxTest-5] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.getAttribute(BaseMethod.java:442) - Trying to title attribute value from DOM
84 2022/08/09 16:25:39,301 554860 [INFO  ] [TestNG-test=EdgefoxTest-5] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:318) - Trying to click on element: [[RemoteWebDriver: chrome on LINUX (ab22b10b90172312a1a244dfdd580364)] -> xpath: //li[@class='item last']//a]
85 2022/08/09 16:25:54,904 570463 [INFO  ] [TestNG-test=EdgefoxTest-5] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:321) - element clicked : Proxy element for: DefaultElementLocator 'By.xpath: //li[@class='item last']//a'
86 2022/08/09 16:25:56,513 572072 [INFO  ] [TestNG-test=EdgefoxTest-5] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:318) - Trying to click on element: [[RemoteWebDriver: chrome on LINUX (ab22b10b90172312a1a244dfdd580364)] -> xpath: //ul[@id='downloadable-links-list']//li//input]
87 2022/08/09 16:26:03,222 578781 [INFO  ] [TestNG-test=EdgefoxTest-5] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:321) - element clicked : [[RemoteWebDriver: chrome on LINUX (ab22b10b90172312a1a244dfdd580364)] -> xpath: //ul[@id='downloadable-links-list']//li//input]
88 2022/08/09 16:26:04,094 579653 [INFO  ] [TestNG-test=EdgefoxTest-5] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.clickUsingIndex(BaseMethod.java:326) - Trying to click on1 element: [[[RemoteWebDriver: chrome on LINUX (ab22b10b90172312a1a244dfdd580364)] -> xpath: //button[@title='Add to Cart']], [[RemoteWebDriver: chrome on LINUX (ab22b10b90172312a1a244dfdd580364)] -> xpath: //button[@title='Add to Cart']]]
89 2022/08/09 16:26:10,792 586351 [INFO  ] [TestNG-test=EdgefoxTest-5] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.clickUsingIndex(BaseMethod.java:329) - element clicked : [[[RemoteWebDriver: chrome on LINUX (ab22b10b90172312a1a244dfdd580364)] -> xpath: //button[@title='Add to Cart']], [[RemoteWebDriver: chrome on LINUX (ab22b10b90172312a1a244dfdd580364)] -> xpath: //button[@title='Add to Cart']]]
90 2022/08/09 16:26:15,794 591353 [INFO  ] [TestNG-test=EdgefoxTest-5] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:318) - Trying to click on element: [[RemoteWebDriver: chrome on LINUX (ab22b10b90172312a1a244dfdd580364)] -> xpath: //button[@title='Proceed to Checkout']]
91 2022/08/09 16:26:32,605 608164 [INFO  ] [TestNG-test=EdgefoxTest-5] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:321) - element clicked : Proxy element for: DefaultElementLocator 'By.xpath: //button[@title='Proceed to Checkout']'
92 2022/08/09 16:26:36,907 612466 [INFO  ] [TestNG-test=EdgefoxTest-3] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.selectByVisibleText(BaseMethod.java:296) - Trying to select element Value from Dropdown
93 2022/08/09 16:26:38,203 613762 [INFO  ] [TestNG-test=EdgefoxTest-3] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.selectByVisibleText(BaseMethod.java:300) - German Value selected from Dropdown: 
94 2022/08/09 16:29:29,800 785359 [INFO  ] [TestNG-test=FirefoxTest-3] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:318) - Trying to click on element: Proxy element for: DefaultElementLocator 'By.xpath: //a[text()='Women']'
95 2022/08/09 16:34:12,702 1068261 [INFO  ] [TestNG-test=FirefoxTest-2] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.getAttribute(BaseMethod.java:442) - Trying to href attribute value from DOM
96 2022/08/09 16:34:15,004 1070563 [INFO  ] [TestNG-test=EdgefoxTest-4] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:318) - Trying to click on element: [[RemoteWebDriver: firefox on LINUX (83e0081f-7014-4ba9-ae1a-40e67ff9f96c)] -> xpath: //a[text()='Women']]
97 2022/08/09 16:34:19,091 1074650 [INFO  ] [TestNG-test=FirefoxTest-2] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.newTab(BaseMethod.java:129) - New tab opened 
98 2022/08/09 16:34:23,097 1078656 [INFO  ] [TestNG-test=FirefoxTest-1] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.selectByVisibleText(BaseMethod.java:296) - Trying to select element Value from Dropdown
99 2022/08/09 16:34:29,003 1084562 [INFO  ] [TestNG-test=FirefoxTest-1] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.selectByVisibleText(BaseMethod.java:300) - German Value selected from Dropdown: 
100 2022/08/09 16:34:30,893 1086452 [INFO  ] [TestNG-test=EdgefoxTest-4] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:321) - element clicked : [[RemoteWebDriver: firefox on LINUX (83e0081f-7014-4ba9-ae1a-40e67ff9f96c)] -> xpath: //a[text()='Women']]
101 2022/08/09 16:35:48,509 1164068 [INFO  ] [TestNG-test=FirefoxTest-4] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.mouseHover(BaseMethod.java:627) - Trying to mouse hover on element [[RemoteWebDriver: chrome on LINUX (fb96fc4e61352814fd2db562aedf42d9)] -> xpath: //a[text()='Home & Decor']] using Actions class
102 2022/08/09 16:35:52,895 1168454 [ERROR ] [TestNG-test=FirefoxTest-4] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.mouseHover(BaseMethod.java:639) - [[RemoteWebDriver: chrome on LINUX (fb96fc4e61352814fd2db562aedf42d9)] -> xpath: //a[text()='Home & Decor']] StaleElementReferenceException 
103 2022/08/09 16:37:01,720 1237279 [INFO  ] [TestNG-test=EdgefoxTest-3] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.selectByVisibleText(BaseMethod.java:296) - Trying to select element Value from Dropdown
