1 2023/03/14 14:00:48,668 3288 [DEBUG ] [main] internal.logging.InternalLoggerFactory internal.logging.InternalLoggerFactory.useLog4J2LoggerFactory(InternalLoggerFactory.java:76) - Using Log4J2 as the default logging framework
2 2023/03/14 14:00:48,728 3348 [DEBUG ] [main] netty.util.ResourceLeakDetector netty.util.ResourceLeakDetector.<clinit>(ResourceLeakDetector.java:129) - -Dio.netty.leakDetection.level: simple
3 2023/03/14 14:00:48,729 3349 [DEBUG ] [main] netty.util.ResourceLeakDetector netty.util.ResourceLeakDetector.<clinit>(ResourceLeakDetector.java:130) - -Dio.netty.leakDetection.targetRecords: 4
4 2023/03/14 14:00:48,741 3361 [DEBUG ] [main] netty.util.ResourceLeakDetectorFactory netty.util.ResourceLeakDetectorFactory$DefaultResourceLeakDetectorFactory.newResourceLeakDetector(ResourceLeakDetectorFactory.java:196) - Loaded default ResourceLeakDetector: io.netty.util.ResourceLeakDetector@5b022357
5 2023/03/14 14:00:48,760 3380 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.explicitNoUnsafeCause0(PlatformDependent0.java:496) - -Dio.netty.noUnsafe: false
6 2023/03/14 14:00:48,761 3381 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.javaVersion0(PlatformDependent0.java:1000) - Java version: 8
7 2023/03/14 14:00:48,761 3381 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:137) - sun.misc.Unsafe.theUnsafe: available
8 2023/03/14 14:00:48,763 3383 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:161) - sun.misc.Unsafe.copyMemory: available
9 2023/03/14 14:00:48,763 3383 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:193) - sun.misc.Unsafe.storeFence: available
10 2023/03/14 14:00:48,764 3384 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:236) - java.nio.Buffer.address: available
11 2023/03/14 14:00:48,764 3384 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:307) - direct buffer constructor: available
12 2023/03/14 14:00:48,765 3385 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:385) - java.nio.Bits.unaligned: available, true
13 2023/03/14 14:00:48,765 3385 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:459) - jdk.internal.misc.Unsafe.allocateUninitializedArray(int): unavailable prior to Java9
14 2023/03/14 14:00:48,766 3386 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:482) - java.nio.DirectByteBuffer.<init>(long, int): available
15 2023/03/14 14:00:48,766 3386 [DEBUG ] [main] util.internal.PlatformDependent util.internal.PlatformDependent.unsafeUnavailabilityCause0(PlatformDependent.java:1159) - sun.misc.Unsafe: available
16 2023/03/14 14:00:48,767 3387 [DEBUG ] [main] util.internal.PlatformDependent util.internal.PlatformDependent.tmpdir0(PlatformDependent.java:1289) - -Dio.netty.tmpdir: /var/folders/b6/k_w0589j24712v_9f8zffkgnct9bh0/T (java.io.tmpdir)
17 2023/03/14 14:00:48,767 3387 [DEBUG ] [main] util.internal.PlatformDependent util.internal.PlatformDependent.bitMode0(PlatformDependent.java:1368) - -Dio.netty.bitMode: 64 (sun.arch.data.model)
18 2023/03/14 14:00:48,771 3391 [DEBUG ] [main] util.internal.PlatformDependent util.internal.PlatformDependent.isOsx0(PlatformDependent.java:1127) - Platform: MacOS
19 2023/03/14 14:00:48,772 3392 [DEBUG ] [main] util.internal.PlatformDependent util.internal.PlatformDependent.<clinit>(PlatformDependent.java:178) - -Dio.netty.maxDirectMemory: 3817865216 bytes
20 2023/03/14 14:00:48,773 3393 [DEBUG ] [main] util.internal.PlatformDependent util.internal.PlatformDependent.<clinit>(PlatformDependent.java:185) - -Dio.netty.uninitializedArrayAllocationThreshold: -1
21 2023/03/14 14:00:48,774 3394 [DEBUG ] [main] util.internal.CleanerJava6 util.internal.CleanerJava6.<clinit>(CleanerJava6.java:92) - java.nio.ByteBuffer.cleaner(): available
