1 2023/05/08 14:35:05,121 3477 [DEBUG ] [main] internal.logging.InternalLoggerFactory internal.logging.InternalLoggerFactory.useLog4J2LoggerFactory(InternalLoggerFactory.java:76) - Using Log4J2 as the default logging framework
2 2023/05/08 14:35:05,129 3485 [DEBUG ] [main] netty.util.ResourceLeakDetector netty.util.ResourceLeakDetector.<clinit>(ResourceLeakDetector.java:129) - -Dio.netty.leakDetection.level: simple
3 2023/05/08 14:35:05,130 3486 [DEBUG ] [main] netty.util.ResourceLeakDetector netty.util.ResourceLeakDetector.<clinit>(ResourceLeakDetector.java:130) - -Dio.netty.leakDetection.targetRecords: 4
4 2023/05/08 14:35:05,133 3489 [DEBUG ] [main] netty.util.ResourceLeakDetectorFactory netty.util.ResourceLeakDetectorFactory$DefaultResourceLeakDetectorFactory.newResourceLeakDetector(ResourceLeakDetectorFactory.java:196) - Loaded default ResourceLeakDetector: io.netty.util.ResourceLeakDetector@99a78d7
5 2023/05/08 14:35:05,149 3505 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.explicitNoUnsafeCause0(PlatformDependent0.java:496) - -Dio.netty.noUnsafe: false
6 2023/05/08 14:35:05,150 3506 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.javaVersion0(PlatformDependent0.java:1000) - Java version: 8
7 2023/05/08 14:35:05,151 3507 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:137) - sun.misc.Unsafe.theUnsafe: available
8 2023/05/08 14:35:05,152 3508 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:161) - sun.misc.Unsafe.copyMemory: available
9 2023/05/08 14:35:05,152 3508 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:193) - sun.misc.Unsafe.storeFence: available
10 2023/05/08 14:35:05,152 3508 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:236) - java.nio.Buffer.address: available
11 2023/05/08 14:35:05,153 3509 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:307) - direct buffer constructor: available
12 2023/05/08 14:35:05,153 3509 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:385) - java.nio.Bits.unaligned: available, true
13 2023/05/08 14:35:05,154 3510 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:459) - jdk.internal.misc.Unsafe.allocateUninitializedArray(int): unavailable prior to Java9
14 2023/05/08 14:35:05,154 3510 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:482) - java.nio.DirectByteBuffer.<init>(long, int): available
15 2023/05/08 14:35:05,155 3511 [DEBUG ] [main] util.internal.PlatformDependent util.internal.PlatformDependent.unsafeUnavailabilityCause0(PlatformDependent.java:1159) - sun.misc.Unsafe: available
16 2023/05/08 14:35:05,156 3512 [DEBUG ] [main] util.internal.PlatformDependent util.internal.PlatformDependent.tmpdir0(PlatformDependent.java:1289) - -Dio.netty.tmpdir: /var/folders/b6/k_w0589j24712v_9f8zffkgnct9bh0/T (java.io.tmpdir)
17 2023/05/08 14:35:05,156 3512 [DEBUG ] [main] util.internal.PlatformDependent util.internal.PlatformDependent.bitMode0(PlatformDependent.java:1368) - -Dio.netty.bitMode: 64 (sun.arch.data.model)
18 2023/05/08 14:35:05,159 3515 [DEBUG ] [main] util.internal.PlatformDependent util.internal.PlatformDependent.isOsx0(PlatformDependent.java:1127) - Platform: MacOS
19 2023/05/08 14:35:05,160 3516 [DEBUG ] [main] util.internal.PlatformDependent util.internal.PlatformDependent.<clinit>(PlatformDependent.java:178) - -Dio.netty.maxDirectMemory: 3817865216 bytes
20 2023/05/08 14:35:05,160 3516 [DEBUG ] [main] util.internal.PlatformDependent util.internal.PlatformDependent.<clinit>(PlatformDependent.java:185) - -Dio.netty.uninitializedArrayAllocationThreshold: -1
21 2023/05/08 14:35:05,161 3517 [DEBUG ] [main] util.internal.CleanerJava6 util.internal.CleanerJava6.<clinit>(CleanerJava6.java:92) - java.nio.ByteBuffer.cleaner(): available
22 2023/05/08 14:35:05,161 3517 [DEBUG ] [main] util.internal.PlatformDependent util.internal.PlatformDependent.<clinit>(PlatformDependent.java:205) - -Dio.netty.noPreferDirect: false
23 2023/05/08 14:35:05,168 3524 [DEBUG ] [main] util.internal.PlatformDependent util.internal.PlatformDependent$Mpsc.<clinit>(PlatformDependent.java:1010) - org.jctools-core.MpscChunkedArrayQueue: available
24 2023/05/08 14:35:05,183 3539 [DEBUG ] [main] util.internal.InternalThreadLocalMap util.internal.InternalThreadLocalMap.<clinit>(InternalThreadLocalMap.java:100) - -Dio.netty.threadLocalMap.stringBuilder.initialSize: 1024
25 2023/05/08 14:35:05,183 3539 [DEBUG ] [main] util.internal.InternalThreadLocalMap util.internal.InternalThreadLocalMap.<clinit>(InternalThreadLocalMap.java:101) - -Dio.netty.threadLocalMap.stringBuilder.maxSize: 4096
