1 2023/04/18 18:15:04,028 2108 [DEBUG ] [TestNG-test=KTtasksTest-1] internal.logging.InternalLoggerFactory internal.logging.InternalLoggerFactory.useLog4J2LoggerFactory(InternalLoggerFactory.java:76) - Using Log4J2 as the default logging framework
2 2023/04/18 18:15:04,035 2115 [DEBUG ] [TestNG-test=KTtasksTest-1] netty.util.ResourceLeakDetector netty.util.ResourceLeakDetector.<clinit>(ResourceLeakDetector.java:129) - -Dio.netty.leakDetection.level: simple
3 2023/04/18 18:15:04,036 2116 [DEBUG ] [TestNG-test=KTtasksTest-1] netty.util.ResourceLeakDetector netty.util.ResourceLeakDetector.<clinit>(ResourceLeakDetector.java:130) - -Dio.netty.leakDetection.targetRecords: 4
4 2023/04/18 18:15:04,043 2123 [DEBUG ] [TestNG-test=KTtasksTest-1] netty.util.ResourceLeakDetectorFactory netty.util.ResourceLeakDetectorFactory$DefaultResourceLeakDetectorFactory.newResourceLeakDetector(ResourceLeakDetectorFactory.java:196) - Loaded default ResourceLeakDetector: io.netty.util.ResourceLeakDetector@5df30b81
5 2023/04/18 18:15:04,060 2140 [DEBUG ] [TestNG-test=KTtasksTest-1] util.internal.PlatformDependent0 util.internal.PlatformDependent0.explicitNoUnsafeCause0(PlatformDependent0.java:496) - -Dio.netty.noUnsafe: false
6 2023/04/18 18:15:04,061 2141 [DEBUG ] [TestNG-test=KTtasksTest-1] util.internal.PlatformDependent0 util.internal.PlatformDependent0.javaVersion0(PlatformDependent0.java:1000) - Java version: 8
7 2023/04/18 18:15:04,062 2142 [DEBUG ] [TestNG-test=KTtasksTest-1] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:137) - sun.misc.Unsafe.theUnsafe: available
8 2023/04/18 18:15:04,063 2143 [DEBUG ] [TestNG-test=KTtasksTest-1] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:161) - sun.misc.Unsafe.copyMemory: available
9 2023/04/18 18:15:04,063 2143 [DEBUG ] [TestNG-test=KTtasksTest-1] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:193) - sun.misc.Unsafe.storeFence: available
10 2023/04/18 18:15:04,064 2144 [DEBUG ] [TestNG-test=KTtasksTest-1] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:236) - java.nio.Buffer.address: available
11 2023/04/18 18:15:04,064 2144 [DEBUG ] [TestNG-test=KTtasksTest-1] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:307) - direct buffer constructor: available
12 2023/04/18 18:15:04,065 2145 [DEBUG ] [TestNG-test=KTtasksTest-1] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:385) - java.nio.Bits.unaligned: available, true
13 2023/04/18 18:15:04,066 2146 [DEBUG ] [TestNG-test=KTtasksTest-1] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:459) - jdk.internal.misc.Unsafe.allocateUninitializedArray(int): unavailable prior to Java9
14 2023/04/18 18:15:04,067 2147 [DEBUG ] [TestNG-test=KTtasksTest-1] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:482) - java.nio.DirectByteBuffer.<init>(long, int): available
15 2023/04/18 18:15:04,067 2147 [DEBUG ] [TestNG-test=KTtasksTest-1] util.internal.PlatformDependent util.internal.PlatformDependent.unsafeUnavailabilityCause0(PlatformDependent.java:1159) - sun.misc.Unsafe: available
16 2023/04/18 18:15:04,067 2147 [DEBUG ] [TestNG-test=KTtasksTest-1] util.internal.PlatformDependent util.internal.PlatformDependent.tmpdir0(PlatformDependent.java:1289) - -Dio.netty.tmpdir: /var/folders/b6/k_w0589j24712v_9f8zffkgnct9bh0/T (java.io.tmpdir)
17 2023/04/18 18:15:04,068 2148 [DEBUG ] [TestNG-test=KTtasksTest-1] util.internal.PlatformDependent util.internal.PlatformDependent.bitMode0(PlatformDependent.java:1368) - -Dio.netty.bitMode: 64 (sun.arch.data.model)
18 2023/04/18 18:15:04,071 2151 [DEBUG ] [TestNG-test=KTtasksTest-1] util.internal.PlatformDependent util.internal.PlatformDependent.isOsx0(PlatformDependent.java:1127) - Platform: MacOS
19 2023/04/18 18:15:04,074 2154 [DEBUG ] [TestNG-test=KTtasksTest-1] util.internal.PlatformDependent util.internal.PlatformDependent.<clinit>(PlatformDependent.java:178) - -Dio.netty.maxDirectMemory: 3817865216 bytes
20 2023/04/18 18:15:04,074 2154 [DEBUG ] [TestNG-test=KTtasksTest-1] util.internal.PlatformDependent util.internal.PlatformDependent.<clinit>(PlatformDependent.java:185) - -Dio.netty.uninitializedArrayAllocationThreshold: -1
21 2023/04/18 18:15:04,075 2155 [DEBUG ] [TestNG-test=KTtasksTest-1] util.internal.CleanerJava6 util.internal.CleanerJava6.<clinit>(CleanerJava6.java:92) - java.nio.ByteBuffer.cleaner(): available
22 2023/04/18 18:15:04,075 2155 [DEBUG ] [TestNG-test=KTtasksTest-1] util.internal.PlatformDependent util.internal.PlatformDependent.<clinit>(PlatformDependent.java:205) - -Dio.netty.noPreferDirect: false
23 2023/04/18 18:15:04,082 2162 [DEBUG ] [TestNG-test=KTtasksTest-1] util.internal.PlatformDependent util.internal.PlatformDependent$Mpsc.<clinit>(PlatformDependent.java:1010) - org.jctools-core.MpscChunkedArrayQueue: available
24 2023/04/18 18:15:04,099 2179 [DEBUG ] [TestNG-test=KTtasksTest-1] util.internal.InternalThreadLocalMap util.internal.InternalThreadLocalMap.<clinit>(InternalThreadLocalMap.java:100) - -Dio.netty.threadLocalMap.stringBuilder.initialSize: 1024
25 2023/04/18 18:15:04,099 2179 [DEBUG ] [TestNG-test=KTtasksTest-1] util.internal.InternalThreadLocalMap util.internal.InternalThreadLocalMap.<clinit>(InternalThreadLocalMap.java:101) - -Dio.netty.threadLocalMap.stringBuilder.maxSize: 4096
26 2023/04/18 18:15:04,319 2399 [DEBUG ] [TestNG-test=KTtasksTest-1] handler.ssl.JdkSslContext handler.ssl.JdkSslContext.<clinit>(JdkSslContext.java:83) - Default protocols (JDK): [TLSv1.3, TLSv1.2] 
27 2023/04/18 18:15:04,319 2399 [DEBUG ] [TestNG-test=KTtasksTest-1] handler.ssl.JdkSslContext handler.ssl.JdkSslContext.<clinit>(JdkSslContext.java:84) - Default cipher suites (JDK): [TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384, TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256, TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256, TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384, TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA, TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA, TLS_RSA_WITH_AES_128_GCM_SHA256, TLS_RSA_WITH_AES_128_CBC_SHA, TLS_RSA_WITH_AES_256_CBC_SHA, TLS_AES_128_GCM_SHA256, TLS_AES_256_GCM_SHA384]
28 2023/04/18 18:15:04,344 2424 [DEBUG ] [TestNG-test=KTtasksTest-1] netty.channel.MultithreadEventLoopGroup netty.channel.MultithreadEventLoopGroup.<clinit>(MultithreadEventLoopGroup.java:44) - -Dio.netty.eventLoopThreads: 16
29 2023/04/18 18:15:04,353 2433 [DEBUG ] [TestNG-test=KTtasksTest-1] channel.nio.NioEventLoop channel.nio.NioEventLoop.<clinit>(NioEventLoop.java:110) - -Dio.netty.noKeySetOptimization: false
30 2023/04/18 18:15:04,353 2433 [DEBUG ] [TestNG-test=KTtasksTest-1] channel.nio.NioEventLoop channel.nio.NioEventLoop.<clinit>(NioEventLoop.java:111) - -Dio.netty.selectorAutoRebuildThreshold: 512
31 2023/04/18 18:15:04,378 2458 [DEBUG ] [TestNG-test=KTtasksTest-1] netty.buffer.PooledByteBufAllocator netty.buffer.PooledByteBufAllocator.<clinit>(PooledByteBufAllocator.java:157) - -Dio.netty.allocator.numHeapArenas: 16
32 2023/04/18 18:15:04,379 2459 [DEBUG ] [TestNG-test=KTtasksTest-1] netty.buffer.PooledByteBufAllocator netty.buffer.PooledByteBufAllocator.<clinit>(PooledByteBufAllocator.java:158) - -Dio.netty.allocator.numDirectArenas: 16
33 2023/04/18 18:15:04,379 2459 [DEBUG ] [TestNG-test=KTtasksTest-1] netty.buffer.PooledByteBufAllocator netty.buffer.PooledByteBufAllocator.<clinit>(PooledByteBufAllocator.java:160) - -Dio.netty.allocator.pageSize: 8192
34 2023/04/18 18:15:04,379 2459 [DEBUG ] [TestNG-test=KTtasksTest-1] netty.buffer.PooledByteBufAllocator netty.buffer.PooledByteBufAllocator.<clinit>(PooledByteBufAllocator.java:165) - -Dio.netty.allocator.maxOrder: 9
35 2023/04/18 18:15:04,379 2459 [DEBUG ] [TestNG-test=KTtasksTest-1] netty.buffer.PooledByteBufAllocator netty.buffer.PooledByteBufAllocator.<clinit>(PooledByteBufAllocator.java:169) - -Dio.netty.allocator.chunkSize: 4194304
36 2023/04/18 18:15:04,380 2460 [DEBUG ] [TestNG-test=KTtasksTest-1] netty.buffer.PooledByteBufAllocator netty.buffer.PooledByteBufAllocator.<clinit>(PooledByteBufAllocator.java:170) - -Dio.netty.allocator.smallCacheSize: 256
37 2023/04/18 18:15:04,380 2460 [DEBUG ] [TestNG-test=KTtasksTest-1] netty.buffer.PooledByteBufAllocator netty.buffer.PooledByteBufAllocator.<clinit>(PooledByteBufAllocator.java:171) - -Dio.netty.allocator.normalCacheSize: 64
38 2023/04/18 18:15:04,380 2460 [DEBUG ] [TestNG-test=KTtasksTest-1] netty.buffer.PooledByteBufAllocator netty.buffer.PooledByteBufAllocator.<clinit>(PooledByteBufAllocator.java:172) - -Dio.netty.allocator.maxCachedBufferCapacity: 32768
39 2023/04/18 18:15:04,380 2460 [DEBUG ] [TestNG-test=KTtasksTest-1] netty.buffer.PooledByteBufAllocator netty.buffer.PooledByteBufAllocator.<clinit>(PooledByteBufAllocator.java:173) - -Dio.netty.allocator.cacheTrimInterval: 8192
40 2023/04/18 18:15:04,381 2461 [DEBUG ] [TestNG-test=KTtasksTest-1] netty.buffer.PooledByteBufAllocator netty.buffer.PooledByteBufAllocator.<clinit>(PooledByteBufAllocator.java:174) - -Dio.netty.allocator.cacheTrimIntervalMillis: 0
41 2023/04/18 18:15:04,381 2461 [DEBUG ] [TestNG-test=KTtasksTest-1] netty.buffer.PooledByteBufAllocator netty.buffer.PooledByteBufAllocator.<clinit>(PooledByteBufAllocator.java:175) - -Dio.netty.allocator.useCacheForAllThreads: false
42 2023/04/18 18:15:04,381 2461 [DEBUG ] [TestNG-test=KTtasksTest-1] netty.buffer.PooledByteBufAllocator netty.buffer.PooledByteBufAllocator.<clinit>(PooledByteBufAllocator.java:176) - -Dio.netty.allocator.maxCachedByteBuffersPerChunk: 1023
43 2023/04/18 18:15:04,392 2472 [DEBUG ] [TestNG-test=KTtasksTest-1] netty.buffer.ByteBufUtil netty.buffer.ByteBufUtil.<clinit>(ByteBufUtil.java:87) - -Dio.netty.allocator.type: pooled
44 2023/04/18 18:15:04,393 2473 [DEBUG ] [TestNG-test=KTtasksTest-1] netty.buffer.ByteBufUtil netty.buffer.ByteBufUtil.<clinit>(ByteBufUtil.java:96) - -Dio.netty.threadLocalDirectBufferSize: 0
45 2023/04/18 18:15:04,393 2473 [DEBUG ] [TestNG-test=KTtasksTest-1] netty.buffer.ByteBufUtil netty.buffer.ByteBufUtil.<clinit>(ByteBufUtil.java:99) - -Dio.netty.maxThreadLocalCharBufferSize: 16384
46 2023/04/18 18:15:04,762 2842 [DEBUG ] [Forwarding newSession on session null to remote] netty.channel.DefaultChannelId netty.channel.DefaultChannelId.<clinit>(DefaultChannelId.java:79) - -Dio.netty.processId: 44959 (auto-detected)
47 2023/04/18 18:15:04,765 2845 [DEBUG ] [Forwarding newSession on session null to remote] netty.util.NetUtil netty.util.NetUtil.<clinit>(NetUtil.java:142) - -Djava.net.preferIPv4Stack: true
48 2023/04/18 18:15:04,765 2845 [DEBUG ] [Forwarding newSession on session null to remote] netty.util.NetUtil netty.util.NetUtil.<clinit>(NetUtil.java:143) - -Djava.net.preferIPv6Addresses: false
49 2023/04/18 18:15:04,767 2847 [DEBUG ] [Forwarding newSession on session null to remote] netty.util.NetUtilInitializations netty.util.NetUtilInitializations.determineLoopback(NetUtilInitializations.java:139) - Loopback interface: lo0 (lo0, 0:0:0:0:0:0:0:1%lo0)
50 2023/04/18 18:15:04,768 2848 [DEBUG ] [Forwarding newSession on session null to remote] netty.util.NetUtil netty.util.NetUtil$SoMaxConnAction.run(NetUtil.java:200) - Failed to get SOMAXCONN from sysctl and file /proc/sys/net/core/somaxconn. Default: 128
51 2023/04/18 18:15:04,769 2849 [DEBUG ] [Forwarding newSession on session null to remote] netty.channel.DefaultChannelId netty.channel.DefaultChannelId.<clinit>(DefaultChannelId.java:101) - -Dio.netty.machineId: bc:d0:74:ff:fe:f0:77:f0 (auto-detected)
52 2023/04/18 18:15:04,821 2901 [DEBUG ] [AsyncHttpClient-1-2] netty.buffer.AbstractByteBuf netty.buffer.AbstractByteBuf.<clinit>(AbstractByteBuf.java:63) - -Dio.netty.buffer.checkAccessible: true
53 2023/04/18 18:15:04,822 2902 [DEBUG ] [AsyncHttpClient-1-2] netty.buffer.AbstractByteBuf netty.buffer.AbstractByteBuf.<clinit>(AbstractByteBuf.java:64) - -Dio.netty.buffer.checkBounds: true
54 2023/04/18 18:15:04,822 2902 [DEBUG ] [AsyncHttpClient-1-2] netty.util.ResourceLeakDetectorFactory netty.util.ResourceLeakDetectorFactory$DefaultResourceLeakDetectorFactory.newResourceLeakDetector(ResourceLeakDetectorFactory.java:196) - Loaded default ResourceLeakDetector: io.netty.util.ResourceLeakDetector@78c417c5
55 2023/04/18 18:15:04,840 2920 [DEBUG ] [AsyncHttpClient-1-2] netty.util.Recycler netty.util.Recycler.<clinit>(Recycler.java:85) - -Dio.netty.recycler.maxCapacityPerThread: 4096
56 2023/04/18 18:15:04,841 2921 [DEBUG ] [AsyncHttpClient-1-2] netty.util.Recycler netty.util.Recycler.<clinit>(Recycler.java:86) - -Dio.netty.recycler.ratio: 8
57 2023/04/18 18:15:04,841 2921 [DEBUG ] [AsyncHttpClient-1-2] netty.util.Recycler netty.util.Recycler.<clinit>(Recycler.java:87) - -Dio.netty.recycler.chunkSize: 32
58 2023/04/18 18:15:04,841 2921 [DEBUG ] [AsyncHttpClient-1-2] netty.util.Recycler netty.util.Recycler.<clinit>(Recycler.java:88) - -Dio.netty.recycler.blocking: false
59 2023/04/18 18:15:09,945 8025 [DEBUG ] [AsyncHttpClient-1-2] codec.compression.Brotli codec.compression.Brotli.<clinit>(Brotli.java:38) - brotli4j not in the classpath; Brotli support will be unavailable.
60 2023/04/18 18:15:10,053 8133 [DEBUG ] [TestNG-test=KTtasksTest-1] util.internal.ThreadLocalRandom util.internal.ThreadLocalRandom.newSeed(ThreadLocalRandom.java:214) - -Dio.netty.initialSeedUniquifier: 0x9ee5a063076c1171
61 2023/04/18 18:15:53,328 51408 [INFO  ] [TestNG-test=KTtasksTest-1] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:513) - Trying to click on element: [[ChromeDriver: chrome on MAC (b6fde4f43f220e4d258ed1bd4060d9fc)] -> xpath: //img[@id='disha-banner-close']]
62 2023/04/18 18:15:57,524 55604 [INFO  ] [TestNG-test=KTtasksTest-1] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:516) - element clicked : [[ChromeDriver: chrome on MAC (b6fde4f43f220e4d258ed1bd4060d9fc)] -> xpath: //img[@id='disha-banner-close']]
63 2023/04/18 18:15:57,608 55688 [INFO  ] [TestNG-test=KTtasksTest-1] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:513) - Trying to click on element: [[ChromeDriver: chrome on MAC (b6fde4f43f220e4d258ed1bd4060d9fc)] -> xpath: //div[@id="askDishaLuncher"]/img[1]]
64 2023/04/18 18:16:01,840 59920 [INFO  ] [TestNG-test=KTtasksTest-1] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:516) - element clicked : [[ChromeDriver: chrome on MAC (b6fde4f43f220e4d258ed1bd4060d9fc)] -> xpath: //div[@id="askDishaLuncher"]/img[1]]
65 2023/04/18 18:16:49,632 107712 [INFO  ] [TestNG-test=KTtasksTest-1] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:513) - Trying to click on element: [[ChromeDriver: chrome on MAC (b6fde4f43f220e4d258ed1bd4060d9fc)] -> xpath: //p[text()='April']/following-sibling::ul[@class='date']/li/span[text()='20']]
66 2023/04/18 18:16:54,221 112301 [INFO  ] [TestNG-test=KTtasksTest-1] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:516) - element clicked : [[ChromeDriver: chrome on MAC (b6fde4f43f220e4d258ed1bd4060d9fc)] -> xpath: //p[text()='April']/following-sibling::ul[@class='date']/li/span[text()='20']]
67 2023/04/18 18:16:54,308 112388 [INFO  ] [TestNG-test=KTtasksTest-1] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:513) - Trying to click on element: [[ChromeDriver: chrome on MAC (b6fde4f43f220e4d258ed1bd4060d9fc)] -> xpath: //span[text()='Journey Quota']/parent::div]
68 2023/04/18 18:16:58,517 116597 [INFO  ] [TestNG-test=KTtasksTest-1] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:516) - element clicked : [[ChromeDriver: chrome on MAC (b6fde4f43f220e4d258ed1bd4060d9fc)] -> xpath: //span[text()='Journey Quota']/parent::div]
69 2023/04/18 18:16:58,528 116608 [INFO  ] [TestNG-test=KTtasksTest-1] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:513) - Trying to click on element: [[ChromeDriver: chrome on MAC (b6fde4f43f220e4d258ed1bd4060d9fc)] -> xpath: //div[@id="senior"]]
70 2023/04/18 18:17:02,612 120692 [INFO  ] [TestNG-test=KTtasksTest-1] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:516) - element clicked : [[ChromeDriver: chrome on MAC (b6fde4f43f220e4d258ed1bd4060d9fc)] -> xpath: //div[@id="senior"]]
71 2023/04/18 18:17:02,621 120701 [INFO  ] [TestNG-test=KTtasksTest-1] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:513) - Trying to click on element: [[ChromeDriver: chrome on MAC (b6fde4f43f220e4d258ed1bd4060d9fc)] -> xpath: //button[text()='Book Ticket']]
72 2023/04/18 18:17:17,001 135081 [INFO  ] [TestNG-test=KTtasksTest-1] qa.wrappers.BaseMethod qa.wrappers.BaseMethod.click(BaseMethod.java:516) - element clicked : Proxy element for: DefaultElementLocator 'By.xpath: //button[text()='Book Ticket']'
